statement,label
"If 4x + 4y = 24 and 3x + 4y = 22, x = 2",1
"If 2x + 4y = 20 and 5x + 1y = 23, x = 4",1
"If 5x + 4y = 38 and 5x + 3y = 31, x = 2",1
"If 3x + 1y = 7 and 5x + 3y = 13, x = 1",0
"If 2x + 4y = 26 and 3x + 5y = 33, x = 1",1
"If 4x + 3y = 27 and 2x + 3y = 15, x = 10",0
"If 3x + 4y = 35 and 1x + 3y = 20, x = 5",1
"If 1x + 5y = 15 and 4x + 1y = 41, x = 11",0
"If 1x + 5y = 51 and 1x + 5y = 51, x = 6",1
"If 5x + 2y = 40 and 4x + 5y = 66, x = 4",1
"If 3x + 3y = 12 and 1x + 5y = 16, x = 1",1
"If 5x + 5y = 20 and 4x + 3y = 13, x = 1",1
"If 5x + 5y = 70 and 1x + 4y = 38, x = 13",0
"If 1x + 2y = 6 and 5x + 3y = 23, x = 20",0
"If 3x + 2y = 13 and 3x + 2y = 13, x = 3",1
"If 3x + 3y = 39 and 4x + 2y = 38, x = 6",1
"If 3x + 5y = 18 and 1x + 5y = 16, x = 17",0
"If 1x + 1y = 7 and 1x + 3y = 11, x = 10",0
"If 1x + 4y = 9 and 3x + 2y = 7, x = 1",1
"If 1x + 3y = 31 and 1x + 4y = 41, x = 1",1
"If 3x + 4y = 59 and 1x + 5y = 49, x = 9",1
"If 4x + 2y = 24 and 1x + 5y = 33, x = 6",0
"If 2x + 5y = 36 and 4x + 1y = 36, x = 16",0
"If 1x + 4y = 29 and 3x + 5y = 38, x = 16",0
"If 1x + 5y = 17 and 3x + 4y = 18, x = 16",0
"If 4x + 2y = 36 and 3x + 4y = 42, x = 6",1
"If 2x + 1y = 20 and 1x + 3y = 35, x = 5",1
"If 3x + 2y = 35 and 3x + 1y = 31, x = 18",0
"If 5x + 1y = 34 and 5x + 5y = 50, x = 6",1
"If 5x + 3y = 24 and 2x + 1y = 9, x = 8",0
"If 3x + 2y = 25 and 3x + 5y = 49, x = 3",1
"If 3x + 5y = 45 and 4x + 5y = 55, x = 5",0
"If 4x + 4y = 24 and 5x + 3y = 24, x = 20",0
"If 4x + 1y = 42 and 3x + 5y = 40, x = 10",1
"If 3x + 4y = 35 and 4x + 1y = 25, x = 5",1
"If 3x + 3y = 30 and 4x + 1y = 22, x = 9",0
"If 4x + 1y = 27 and 3x + 2y = 29, x = 4",0
"If 4x + 3y = 28 and 3x + 3y = 24, x = 4",1
"If 4x + 2y = 22 and 4x + 4y = 24, x = 5",1
"If 2x + 5y = 9 and 5x + 3y = 13, x = 2",1
"If 5x + 2y = 35 and 2x + 4y = 46, x = 3",1
"If 3x + 5y = 70 and 3x + 5y = 70, x = 6",0
"If 1x + 3y = 24 and 5x + 1y = 50, x = 9",1
"If 1x + 5y = 51 and 1x + 1y = 15, x = 4",0
"If 4x + 5y = 68 and 1x + 3y = 31, x = 7",1
"If 4x + 4y = 52 and 3x + 3y = 39, x = 3",1
"If 5x + 1y = 20 and 3x + 3y = 24, x = 3",1
"If 1x + 5y = 40 and 5x + 2y = 62, x = 10",1
"If 2x + 4y = 40 and 4x + 5y = 56, x = 4",1
"If 5x + 4y = 76 and 5x + 1y = 49, x = 1",0
"If 3x + 2y = 23 and 4x + 3y = 32, x = 5",1
"If 4x + 5y = 19 and 5x + 5y = 20, x = 1",1
"If 3x + 4y = 22 and 5x + 5y = 30, x = 2",1
"If 5x + 1y = 14 and 2x + 2y = 12, x = 2",1
"If 5x + 4y = 65 and 4x + 5y = 70, x = 5",1
"If 3x + 3y = 39 and 4x + 3y = 42, x = 18",0
"If 1x + 5y = 9 and 3x + 5y = 17, x = 20",0
"If 3x + 1y = 27 and 4x + 1y = 34, x = 7",1
"If 5x + 4y = 75 and 2x + 4y = 54, x = 7",1
"If 5x + 2y = 18 and 5x + 1y = 14, x = 13",0
"If 4x + 3y = 33 and 1x + 1y = 10, x = 3",1
"If 3x + 1y = 32 and 5x + 1y = 52, x = 10",1
"If 2x + 1y = 15 and 3x + 5y = 40, x = 16",0
"If 2x + 4y = 52 and 5x + 3y = 67, x = 8",1
"If 2x + 2y = 30 and 2x + 3y = 37, x = 14",0
"If 3x + 1y = 35 and 3x + 3y = 51, x = 9",1
"If 3x + 5y = 43 and 3x + 4y = 38, x = 6",1
"If 3x + 4y = 35 and 2x + 3y = 24, x = 8",0
"If 5x + 1y = 51 and 2x + 5y = 48, x = 9",1
"If 4x + 3y = 59 and 1x + 3y = 35, x = 8",1
"If 2x + 4y = 12 and 4x + 3y = 19, x = 4",1
"If 5x + 5y = 75 and 1x + 5y = 47, x = 2",0
"If 3x + 2y = 38 and 1x + 5y = 43, x = 8",1
"If 5x + 4y = 24 and 5x + 4y = 24, x = 4",1
"If 1x + 1y = 5 and 3x + 1y = 9, x = 16",0
"If 1x + 4y = 24 and 1x + 4y = 24, x = 4",1
"If 3x + 4y = 44 and 4x + 3y = 47, x = 8",1
"If 1x + 4y = 47 and 2x + 3y = 44, x = 7",1
"If 4x + 3y = 51 and 4x + 2y = 42, x = 6",1
"If 1x + 5y = 24 and 5x + 1y = 48, x = 9",1
"If 3x + 4y = 46 and 2x + 2y = 28, x = 16",0
"If 4x + 1y = 33 and 1x + 5y = 32, x = 7",1
"If 3x + 1y = 4 and 5x + 4y = 9, x = 1",1
"If 5x + 3y = 27 and 2x + 2y = 14, x = 3",1
"If 4x + 1y = 14 and 3x + 1y = 12, x = 2",1
"If 1x + 3y = 20 and 5x + 3y = 28, x = 6",0
"If 2x + 5y = 54 and 5x + 3y = 40, x = 2",1
"If 3x + 2y = 13 and 3x + 3y = 18, x = 1",1
"If 4x + 2y = 20 and 3x + 4y = 30, x = 2",1
"If 4x + 3y = 30 and 3x + 5y = 28, x = 6",1
"If 4x + 4y = 40 and 4x + 2y = 24, x = 2",1
"If 3x + 4y = 27 and 2x + 2y = 16, x = 7",0
"If 5x + 1y = 30 and 3x + 5y = 62, x = 18",0
"If 2x + 4y = 40 and 1x + 1y = 15, x = 10",1
"If 1x + 1y = 18 and 1x + 1y = 18, x = 15",0
"If 5x + 2y = 31 and 5x + 2y = 31, x = 5",1
"If 4x + 2y = 48 and 4x + 1y = 44, x = 18",0
"If 5x + 4y = 50 and 4x + 2y = 34, x = 6",1
"If 4x + 5y = 44 and 4x + 3y = 36, x = 15",0
"If 1x + 2y = 3 and 1x + 5y = 6, x = 1",1
"If 1x + 4y = 34 and 3x + 2y = 42, x = 10",1
"If 2x + 4y = 24 and 2x + 1y = 21, x = 10",1
"If 1x + 2y = 13 and 1x + 4y = 25, x = 1",1
"If 4x + 3y = 53 and 4x + 3y = 53, x = 19",0
"If 4x + 4y = 40 and 1x + 4y = 25, x = 5",1
"If 4x + 4y = 36 and 3x + 1y = 21, x = 1",0
"If 2x + 1y = 9 and 3x + 1y = 12, x = 15",0
"If 1x + 1y = 10 and 1x + 5y = 42, x = 14",0
"If 2x + 3y = 23 and 4x + 5y = 41, x = 11",0
"If 1x + 3y = 24 and 3x + 2y = 37, x = 9",1
"If 5x + 5y = 50 and 4x + 5y = 45, x = 17",0
"If 1x + 4y = 22 and 1x + 4y = 22, x = 6",1
"If 4x + 2y = 16 and 5x + 2y = 18, x = 9",0
"If 1x + 2y = 22 and 1x + 2y = 22, x = 2",1
"If 5x + 3y = 55 and 1x + 3y = 23, x = 10",0
"If 4x + 3y = 48 and 1x + 5y = 29, x = 9",1
"If 5x + 3y = 59 and 4x + 1y = 36, x = 7",1
"If 2x + 1y = 15 and 3x + 4y = 25, x = 5",0
"If 1x + 5y = 49 and 1x + 5y = 49, x = 9",1
"If 3x + 3y = 24 and 5x + 1y = 16, x = 2",1
"If 5x + 2y = 37 and 3x + 2y = 23, x = 7",1
"If 5x + 3y = 52 and 4x + 2y = 40, x = 9",0
"If 3x + 3y = 42 and 1x + 4y = 41, x = 5",1
"If 4x + 3y = 29 and 5x + 3y = 31, x = 2",1
"If 4x + 5y = 59 and 1x + 4y = 34, x = 13",0
"If 2x + 1y = 25 and 5x + 5y = 85, x = 8",1
"If 1x + 5y = 41 and 4x + 1y = 31, x = 6",1
"If 5x + 4y = 53 and 5x + 5y = 60, x = 16",0
"If 4x + 4y = 44 and 3x + 2y = 32, x = 10",1
"If 1x + 5y = 45 and 2x + 5y = 55, x = 3",0
"If 1x + 3y = 28 and 5x + 5y = 60, x = 10",0
"If 4x + 1y = 9 and 2x + 2y = 6, x = 2",1
"If 1x + 3y = 11 and 1x + 1y = 7, x = 3",0
"If 5x + 1y = 46 and 1x + 5y = 38, x = 8",1
"If 5x + 3y = 61 and 5x + 2y = 54, x = 20",0
"If 2x + 2y = 22 and 4x + 1y = 17, x = 4",0
"If 3x + 2y = 34 and 3x + 4y = 38, x = 16",0
"If 5x + 4y = 59 and 3x + 5y = 51, x = 7",1
"If 3x + 3y = 24 and 1x + 3y = 10, x = 9",0
"If 1x + 1y = 9 and 1x + 3y = 17, x = 4",0
"If 1x + 1y = 8 and 2x + 2y = 16, x = 1",1
"If 4x + 2y = 32 and 4x + 2y = 32, x = 13",0
"If 5x + 1y = 35 and 5x + 3y = 55, x = 5",1
"If 5x + 2y = 32 and 2x + 3y = 26, x = 4",1
"If 2x + 1y = 20 and 3x + 5y = 37, x = 10",0
"If 1x + 5y = 15 and 2x + 2y = 14, x = 7",0
"If 5x + 2y = 23 and 1x + 4y = 37, x = 11",0
"If 4x + 2y = 30 and 4x + 5y = 39, x = 14",0
"If 4x + 1y = 36 and 1x + 4y = 24, x = 11",0
"If 4x + 3y = 42 and 3x + 1y = 29, x = 9",1
"If 5x + 3y = 43 and 2x + 4y = 20, x = 13",0
"If 3x + 4y = 57 and 1x + 2y = 25, x = 7",1
"If 5x + 1y = 53 and 5x + 5y = 65, x = 10",1
"If 4x + 5y = 41 and 5x + 2y = 47, x = 9",1
"If 5x + 3y = 41 and 2x + 1y = 15, x = 4",1
"If 5x + 3y = 25 and 3x + 3y = 21, x = 5",0
"If 1x + 3y = 22 and 4x + 2y = 38, x = 7",1
"If 1x + 1y = 16 and 5x + 4y = 70, x = 9",0
"If 3x + 1y = 7 and 4x + 2y = 12, x = 8",0
"If 3x + 5y = 48 and 4x + 4y = 40, x = 1",1
"If 3x + 4y = 58 and 1x + 2y = 24, x = 2",0
"If 3x + 4y = 66 and 3x + 5y = 75, x = 10",1
"If 5x + 2y = 9 and 5x + 1y = 7, x = 1",1
"If 4x + 1y = 48 and 2x + 5y = 60, x = 10",1
"If 5x + 5y = 40 and 3x + 2y = 17, x = 20",0
"If 4x + 4y = 68 and 4x + 4y = 68, x = 14",0
"If 4x + 1y = 43 and 2x + 5y = 35, x = 10",1
"If 4x + 1y = 38 and 5x + 5y = 85, x = 7",1
"If 5x + 1y = 12 and 5x + 2y = 14, x = 2",1
"If 4x + 3y = 64 and 4x + 5y = 80, x = 10",1
"If 3x + 4y = 40 and 1x + 3y = 20, x = 2",0
"If 2x + 2y = 34 and 3x + 2y = 42, x = 8",1
"If 1x + 5y = 12 and 4x + 3y = 14, x = 2",1
"If 1x + 2y = 19 and 5x + 5y = 55, x = 9",0
"If 4x + 3y = 33 and 2x + 4y = 34, x = 8",0
"If 5x + 1y = 38 and 4x + 4y = 56, x = 1",0
"If 3x + 3y = 27 and 1x + 2y = 14, x = 4",1
"If 3x + 5y = 67 and 5x + 3y = 69, x = 9",1
"If 3x + 2y = 29 and 1x + 4y = 43, x = 3",1
"If 2x + 5y = 39 and 1x + 2y = 16, x = 10",0
"If 2x + 5y = 50 and 2x + 5y = 50, x = 10",1
"If 2x + 4y = 28 and 2x + 1y = 19, x = 8",1
"If 3x + 4y = 43 and 2x + 5y = 38, x = 18",0
"If 2x + 1y = 8 and 5x + 5y = 30, x = 4",0
"If 3x + 5y = 39 and 2x + 3y = 24, x = 3",1
"If 5x + 5y = 75 and 2x + 4y = 44, x = 8",1
"If 5x + 1y = 22 and 3x + 2y = 23, x = 3",1
"If 3x + 5y = 67 and 1x + 3y = 33, x = 9",1
"If 5x + 1y = 30 and 5x + 5y = 50, x = 5",1
"If 5x + 3y = 75 and 1x + 3y = 39, x = 9",1
"If 1x + 3y = 31 and 1x + 1y = 11, x = 14",0
"If 4x + 4y = 40 and 2x + 2y = 20, x = 8",1
"If 5x + 3y = 66 and 2x + 4y = 46, x = 9",1
"If 3x + 2y = 35 and 2x + 3y = 40, x = 5",1
"If 4x + 2y = 32 and 3x + 5y = 38, x = 8",0
"If 5x + 5y = 70 and 5x + 4y = 62, x = 1",0
"If 3x + 2y = 24 and 2x + 4y = 32, x = 4",1
"If 3x + 1y = 15 and 2x + 5y = 36, x = 4",0
"If 3x + 2y = 24 and 4x + 3y = 35, x = 2",1
"If 2x + 4y = 38 and 1x + 3y = 24, x = 9",1
"If 5x + 1y = 14 and 4x + 3y = 20, x = 8",0
"If 4x + 2y = 28 and 2x + 3y = 18, x = 6",1
"If 1x + 1y = 6 and 1x + 4y = 12, x = 4",1
"If 4x + 5y = 18 and 2x + 1y = 6, x = 18",0
"If 2x + 3y = 17 and 5x + 4y = 25, x = 1",1
"If 4x + 3y = 52 and 1x + 5y = 47, x = 7",1
"If 4x + 2y = 46 and 1x + 3y = 19, x = 10",1
"If 1x + 5y = 14 and 3x + 3y = 18, x = 2",0
"If 5x + 1y = 17 and 4x + 4y = 20, x = 3",1
"If 3x + 3y = 33 and 4x + 1y = 38, x = 2",0
"If 3x + 4y = 31 and 3x + 1y = 19, x = 16",0
"If 4x + 3y = 32 and 1x + 1y = 10, x = 11",0
"If 2x + 2y = 12 and 2x + 4y = 16, x = 8",0
"If 5x + 5y = 70 and 5x + 1y = 54, x = 8",0
"If 5x + 5y = 55 and 1x + 4y = 32, x = 4",1
"If 1x + 3y = 19 and 5x + 1y = 53, x = 13",0
"If 5x + 1y = 36 and 5x + 4y = 39, x = 7",1
"If 5x + 2y = 58 and 1x + 1y = 14, x = 10",1
"If 5x + 5y = 45 and 5x + 3y = 39, x = 6",1
"If 3x + 4y = 18 and 1x + 2y = 8, x = 3",0
"If 3x + 4y = 33 and 3x + 2y = 27, x = 4",0
"If 3x + 2y = 5 and 4x + 1y = 5, x = 17",0
"If 4x + 2y = 30 and 1x + 5y = 21, x = 2",0
"If 4x + 5y = 47 and 5x + 1y = 43, x = 8",1
"If 1x + 1y = 3 and 3x + 2y = 8, x = 16",0
"If 3x + 5y = 74 and 3x + 2y = 44, x = 8",1
"If 5x + 3y = 65 and 4x + 1y = 38, x = 9",0
"If 4x + 3y = 30 and 4x + 5y = 34, x = 6",1
"If 2x + 4y = 22 and 1x + 3y = 15, x = 4",0
"If 5x + 2y = 68 and 2x + 4y = 56, x = 10",1
"If 4x + 1y = 27 and 4x + 4y = 36, x = 6",1
"If 1x + 2y = 18 and 3x + 1y = 19, x = 2",0
"If 4x + 1y = 28 and 4x + 1y = 28, x = 17",0
"If 4x + 3y = 64 and 5x + 5y = 90, x = 1",0
"If 1x + 3y = 40 and 3x + 4y = 70, x = 7",0
"If 3x + 5y = 55 and 2x + 1y = 18, x = 3",0
"If 5x + 4y = 62 and 4x + 3y = 49, x = 10",1
"If 5x + 3y = 27 and 3x + 3y = 21, x = 6",0
"If 1x + 4y = 30 and 1x + 4y = 30, x = 11",0
"If 3x + 1y = 23 and 1x + 2y = 11, x = 7",1
"If 2x + 2y = 8 and 4x + 2y = 12, x = 2",1
"If 5x + 1y = 47 and 3x + 1y = 29, x = 13",0
"If 1x + 5y = 31 and 3x + 5y = 43, x = 6",1
"If 1x + 1y = 16 and 2x + 1y = 23, x = 7",1
"If 5x + 3y = 51 and 3x + 2y = 31, x = 9",1
"If 2x + 5y = 34 and 3x + 1y = 12, x = 2",1
"If 3x + 1y = 31 and 3x + 5y = 59, x = 6",0
"If 1x + 4y = 18 and 4x + 4y = 48, x = 16",0
"If 3x + 3y = 18 and 5x + 2y = 27, x = 14",0
"If 2x + 2y = 26 and 3x + 5y = 51, x = 4",0
"If 1x + 4y = 32 and 2x + 2y = 28, x = 12",0
"If 4x + 1y = 10 and 5x + 3y = 16, x = 3",0
"If 3x + 4y = 48 and 2x + 1y = 22, x = 8",1
"If 1x + 5y = 48 and 2x + 5y = 51, x = 3",1
"If 4x + 5y = 9 and 1x + 2y = 3, x = 3",0
"If 5x + 1y = 49 and 2x + 2y = 26, x = 12",0
"If 1x + 1y = 7 and 3x + 2y = 16, x = 2",1
"If 1x + 5y = 34 and 1x + 5y = 34, x = 9",1
"If 2x + 1y = 8 and 5x + 4y = 29, x = 7",0
"If 1x + 4y = 34 and 5x + 4y = 42, x = 2",1
"If 4x + 2y = 22 and 2x + 4y = 32, x = 14",0
"If 1x + 5y = 52 and 2x + 2y = 24, x = 2",1
"If 2x + 1y = 15 and 2x + 5y = 43, x = 4",1
"If 5x + 4y = 56 and 2x + 4y = 44, x = 17",0
"If 1x + 3y = 17 and 4x + 3y = 32, x = 10",0
"If 3x + 5y = 42 and 2x + 1y = 14, x = 4",1
"If 2x + 3y = 21 and 4x + 5y = 41, x = 9",1
"If 2x + 4y = 14 and 2x + 3y = 11, x = 5",0
"If 2x + 2y = 20 and 2x + 1y = 12, x = 2",1
"If 1x + 2y = 22 and 4x + 3y = 48, x = 18",0
"If 3x + 4y = 67 and 2x + 3y = 48, x = 8",0
"If 5x + 5y = 95 and 3x + 2y = 48, x = 7",0
"If 4x + 4y = 60 and 3x + 4y = 50, x = 11",0
"If 4x + 4y = 52 and 2x + 1y = 23, x = 10",1
"If 2x + 3y = 8 and 2x + 2y = 6, x = 1",1
"If 4x + 3y = 45 and 4x + 4y = 48, x = 9",1
"If 4x + 2y = 38 and 3x + 3y = 30, x = 9",1
"If 3x + 1y = 22 and 3x + 1y = 22, x = 4",1
"If 3x + 5y = 42 and 1x + 5y = 34, x = 10",0
"If 1x + 1y = 7 and 2x + 3y = 19, x = 2",1
"If 4x + 1y = 42 and 5x + 1y = 50, x = 19",0
"If 1x + 5y = 24 and 3x + 2y = 20, x = 4",1
"If 1x + 2y = 8 and 1x + 5y = 11, x = 3",0
"If 3x + 5y = 16 and 3x + 1y = 8, x = 2",1
"If 3x + 2y = 27 and 2x + 2y = 24, x = 18",0
"If 3x + 2y = 45 and 5x + 2y = 63, x = 16",0
"If 4x + 3y = 61 and 3x + 1y = 37, x = 10",1
"If 4x + 4y = 52 and 3x + 3y = 39, x = 13",0
"If 3x + 3y = 18 and 3x + 3y = 18, x = 3",1
"If 2x + 1y = 23 and 5x + 4y = 68, x = 8",1
"If 5x + 3y = 32 and 4x + 1y = 20, x = 9",0
"If 3x + 4y = 11 and 3x + 5y = 13, x = 16",0
"If 3x + 4y = 33 and 1x + 4y = 27, x = 8",0
"If 5x + 2y = 15 and 5x + 2y = 15, x = 1",1
"If 2x + 1y = 20 and 4x + 4y = 52, x = 7",1
"If 4x + 5y = 38 and 2x + 5y = 24, x = 7",1
"If 5x + 5y = 40 and 2x + 3y = 22, x = 11",0
"If 1x + 5y = 53 and 4x + 4y = 52, x = 1",0
"If 1x + 1y = 9 and 1x + 1y = 9, x = 10",0
"If 1x + 3y = 24 and 3x + 2y = 23, x = 3",1
"If 3x + 2y = 31 and 1x + 5y = 19, x = 9",1
"If 1x + 4y = 24 and 1x + 1y = 9, x = 4",1
"If 2x + 1y = 13 and 3x + 5y = 30, x = 5",1
"If 1x + 3y = 22 and 3x + 1y = 18, x = 4",1
"If 5x + 3y = 33 and 3x + 1y = 15, x = 18",0
"If 2x + 1y = 23 and 2x + 4y = 38, x = 9",1
"If 2x + 4y = 44 and 5x + 3y = 47, x = 4",1
"If 4x + 2y = 30 and 4x + 2y = 30, x = 7",1
"If 5x + 3y = 23 and 2x + 4y = 26, x = 1",1
"If 2x + 4y = 40 and 4x + 1y = 31, x = 6",1
"If 4x + 4y = 60 and 4x + 1y = 33, x = 5",0
"If 5x + 5y = 95 and 5x + 5y = 95, x = 9",1
"If 5x + 4y = 58 and 5x + 4y = 58, x = 6",1
"If 3x + 3y = 21 and 2x + 1y = 9, x = 16",0
"If 1x + 5y = 14 and 4x + 4y = 40, x = 7",0
"If 3x + 3y = 45 and 1x + 3y = 31, x = 7",1
"If 5x + 5y = 65 and 3x + 2y = 35, x = 9",1
"If 1x + 4y = 33 and 3x + 1y = 33, x = 11",0
"If 3x + 3y = 36 and 3x + 1y = 18, x = 12",0
"If 3x + 4y = 29 and 3x + 1y = 14, x = 3",1
"If 2x + 4y = 46 and 5x + 5y = 75, x = 7",1
"If 3x + 3y = 33 and 5x + 4y = 48, x = 4",1
"If 1x + 3y = 36 and 4x + 4y = 72, x = 9",1
"If 5x + 5y = 55 and 1x + 3y = 27, x = 3",1
"If 4x + 2y = 54 and 1x + 3y = 36, x = 16",0
"If 3x + 5y = 29 and 3x + 1y = 13, x = 17",0
"If 2x + 4y = 22 and 2x + 4y = 22, x = 7",1
"If 1x + 2y = 20 and 2x + 5y = 49, x = 1",0
"If 2x + 3y = 21 and 5x + 1y = 46, x = 9",1
"If 1x + 3y = 32 and 1x + 5y = 50, x = 19",0
"If 2x + 5y = 11 and 5x + 5y = 20, x = 3",1
"If 1x + 5y = 35 and 1x + 3y = 23, x = 5",1
"If 5x + 1y = 23 and 4x + 4y = 28, x = 6",0
"If 1x + 4y = 49 and 2x + 5y = 68, x = 8",0
"If 2x + 3y = 17 and 5x + 2y = 37, x = 7",1
"If 5x + 5y = 25 and 5x + 5y = 25, x = 2",1
"If 4x + 1y = 29 and 2x + 5y = 19, x = 7",1
"If 5x + 3y = 74 and 2x + 3y = 44, x = 9",0
"If 2x + 1y = 24 and 1x + 1y = 17, x = 17",0
"If 4x + 2y = 12 and 3x + 5y = 23, x = 1",1
"If 5x + 2y = 31 and 2x + 1y = 13, x = 5",1
"If 4x + 3y = 19 and 4x + 1y = 9, x = 18",0
"If 3x + 4y = 17 and 5x + 5y = 25, x = 14",0
"If 5x + 4y = 26 and 5x + 5y = 30, x = 8",0
"If 3x + 5y = 50 and 1x + 5y = 30, x = 15",0
"If 4x + 3y = 67 and 4x + 1y = 49, x = 1",0
"If 4x + 3y = 64 and 3x + 3y = 54, x = 10",1
"If 2x + 4y = 40 and 2x + 3y = 32, x = 1",0
"If 5x + 2y = 7 and 1x + 5y = 6, x = 1",1
"If 2x + 2y = 22 and 1x + 3y = 19, x = 7",1
"If 1x + 5y = 54 and 3x + 5y = 72, x = 14",0
"If 1x + 4y = 14 and 4x + 1y = 11, x = 2",1
"If 2x + 2y = 14 and 1x + 5y = 23, x = 3",1
"If 4x + 3y = 62 and 2x + 3y = 46, x = 1",0
"If 3x + 3y = 36 and 1x + 2y = 15, x = 9",1
"If 2x + 2y = 16 and 1x + 5y = 32, x = 15",0
"If 3x + 5y = 62 and 2x + 5y = 58, x = 1",0
"If 4x + 4y = 56 and 3x + 1y = 28, x = 1",0
"If 4x + 3y = 46 and 5x + 4y = 58, x = 6",0
"If 5x + 2y = 56 and 3x + 1y = 32, x = 1",0
"If 4x + 4y = 12 and 2x + 1y = 4, x = 4",0
"If 1x + 3y = 30 and 2x + 5y = 51, x = 12",0
"If 2x + 5y = 42 and 1x + 2y = 17, x = 1",1
"If 2x + 1y = 30 and 3x + 1y = 40, x = 10",1
"If 4x + 5y = 39 and 2x + 3y = 21, x = 14",0
"If 4x + 1y = 19 and 5x + 4y = 32, x = 19",0
"If 5x + 2y = 22 and 3x + 1y = 13, x = 16",0
"If 1x + 2y = 14 and 1x + 4y = 24, x = 9",0
"If 4x + 2y = 56 and 4x + 2y = 56, x = 1",0
"If 2x + 5y = 34 and 1x + 2y = 15, x = 7",1
"If 1x + 5y = 34 and 4x + 5y = 46, x = 4",1
"If 1x + 3y = 39 and 3x + 1y = 37, x = 3",0
"If 3x + 2y = 46 and 3x + 3y = 54, x = 10",1
"If 2x + 4y = 14 and 5x + 2y = 11, x = 12",0
"If 3x + 5y = 43 and 2x + 3y = 26, x = 15",0
"If 2x + 1y = 15 and 5x + 4y = 39, x = 16",0
"If 4x + 4y = 72 and 2x + 4y = 52, x = 10",1
"If 5x + 2y = 58 and 4x + 3y = 59, x = 5",0
"If 3x + 3y = 36 and 4x + 3y = 40, x = 4",1
"If 5x + 2y = 35 and 4x + 2y = 30, x = 2",0
"If 3x + 1y = 18 and 5x + 3y = 42, x = 9",0
"If 1x + 4y = 32 and 1x + 3y = 26, x = 8",1
"If 5x + 5y = 85 and 2x + 3y = 42, x = 19",0
"If 4x + 3y = 50 and 1x + 3y = 26, x = 8",1
"If 4x + 5y = 62 and 2x + 1y = 22, x = 8",1
"If 1x + 5y = 22 and 2x + 3y = 23, x = 7",1
"If 1x + 1y = 16 and 3x + 2y = 41, x = 9",1
